HOSPITAL NAME,CITY,AREA,ADDRESS,DOCTORS,CONTACT
Atlas Dental Hospital,Rawalpindi,Bahria Town Phase 7,"Atlas Dental Hospital, Lower Ground Floor, 100-C, Bahria Expressway,, Bahria Town Phase 7, Rawalpindi",1,3156667666
Dr. Arhum Physiotherapy & Pain Clinic,Rawalpindi,Bahria Town Phase 7,"Dr. Arhum Physiotherapy & Pain Clinic, Shop 4E, Near Gloria Jeans, Phase 7 Sector F Bahria Town, Bahria Town Phase 7, Rawalpindi",1,3315220146
"Defense Medical Complex , Hospital",Rawalpindi,Bahria Town Phase 7,"Defense Medical Complex , Hospital, South Spring Commercial Near Clock Tower, Bahria Town Phase 7, Rawalpindi",-,042-32591432
Bahria International Hospital,Rawalpindi,Bahria Town Phase 8,"Bahria International Hospital, Abu-Bakar Ave Safari Valley Commercial Block, Bahria Town Phase 8, Rawalpindi",28,042-32591427
Wilcare Clinic,Rawalpindi,Bahria Town Phase 8,"Wilcare Clinic, Medicine City Pharmacy And Clinics Shope # 4-5 Linear Commercial, Bahria Town Phase 8, Rawalpindi",-,3215660499
Pakistan Specialist Hospital,Rawalpindi,Bhara Kahu,"Pakistan Specialist Hospital, Main Murree Road, Bhara Kahu, Rawalpindi",-,(051) 2303877
Hassan Clinic,Rawalpindi,Bharia Town Phase 4,"Hassan Clinic, Civic Center,Behrain Complex, Bharia Town Phase-4,, Rawalpindi",-,515730673
The Citi Lab Pwd Hospital,Rawalpindi,Block D Police Foundation,"The Citi Lab Pwd Hospital, Main Pwd Rd, Near Shaafi International Hospital, Block D Police Foundation, Rawalpindi",1,042-32591427
The Citi Lab Holy Family Hospital,Rawalpindi,Block E Satellite Town,"The Citi Lab Holy Family Hospital, Holy Family Rd, Block E Satellite Town, Rawalpindi",-,042-32591427
Citi Lab Holy Family Hospital,Rawalpindi,Block E Satellite Town,"Citi Lab Holy Family Hospital, Holy Family Rd, Block E Satellite Town, Rawalpindi",-,042-32591427
Sheikh Clinic,Rawalpindi,Block E Satellite Town,"Sheikh Clinic, Near Gate 2 Holy Family Hospital, Block E Satellite Town, Rawalpindi",1,340890735
Islamabad Healing Center |Spine And Pain Center|,Rawalpindi,Bostan Khan Road,"Islamabad Healing Center |Spine And Pain Center|, House 30, Zeeshan Street. Near Shell Pump, Bostan Khan Road, Chaklala Sceme 3, Bostan Khan Road, Rawalpindi",-,3111222398
Al Aziz Dentla Clinic,Rawalpindi,Bostan Khan Road Minhas Plaza,"Al Aziz Dentla Clinic, Bostan Khan Road, Minhas Plaza, Near Chaklala Scheme Three, Bostan Khan Road, Minhas Plaza, Rawalpindi",1,0334 8677964
Ashfaq Medical And Dental Hospital,Rawalpindi,Boston Road,"Ashfaq Medical And Dental Hospital, Dhok Chaudriyan Near Car Chowk, Boston Road, Rawalpindi",3,3235524686
Usama Memorial Clinic,Rawalpindi,British Homes,"Usama Memorial Clinic, Islamabad View Colony,Main Ijp Road, British Homes, Rawalpindi",1,051-546594
Mega Medical Complex Hospital,Rawalpindi,Cantt,"Mega Medical Complex Hospital, Police Station Road,Saddar,Next To Al-Ameen Plaza Opposite To Afic, Cantt, Rawalpindi",18,0333-5566334
Premium Diagnostic Center,Rawalpindi,Cantt,"Premium Diagnostic Center, Mall Road,Near General Post Office,Saddar, Cantt, Rawalpindi",5,515586010
Abrar Surgery Hospital,Rawalpindi,Cantt,"Abrar Surgery Hospital, House 291B,Near Qasim Market,Peshawar Road, Cantt, Rawalpindi",2,3335133091
Combined Military Hospital,Rawalpindi,Cantt,"Combined Military Hospital, Tamiz-Uz-Din Road,Lalkurti, Cantt, Rawalpindi",5,(051) 9273426
Jinnah Memorial Hospital,Rawalpindi,Cantt,"Jinnah Memorial Hospital, Plot 2A Rashid Minhas Road,Civil Lines,Opposit To Punjab House, Cantt, Rawalpindi",3,515527528
Hearts International Hospital,Rawalpindi,Cantt,"Hearts International Hospital, Plot 192-A,Mall Road,Near Pc Hotel,Saddar, Cantt, Rawalpindi",24,514252008
Al-Shifa Trust Eye Hospital,Rawalpindi,Cantt,"Al-Shifa Trust Eye Hospital, Near Ayub Park,Gt Road, Cantt, Rawalpindi",9,515487820
Basharat Hospital,Rawalpindi,Cantt,"Basharat Hospital, Before Dha 1 Andopposite Alshifa Trust Eye Hospital,Gt Road, Cantt, Rawalpindi",15,(051) 5488692
A V Hearing Aids Clinic Ii,Rawalpindi,Cantt,"A V Hearing Aids Clinic Ii, Unit 104 First Floor Rafay Mall Peshawar Road Rawalpindi., Cantt, Rawalpindi",1,0344-2029603 051-5582746
The Dental Consultants Hospital,Rawalpindi,Cantt,"The Dental Consultants Hospital, Moon Plaza,Main Airport Road,Jhanda Chichi, Cantt, Rawalpindi",2,3335206136
Military Hospital Rawalpindi,Rawalpindi,Cantt,"Military Hospital Rawalpindi, Abid Majeed Road,Near Saddar, Cantt, Rawalpindi",6,519270346
Cantonment General Hospital,Rawalpindi,Cantt,"Cantonment General Hospital, Bank Road,Near Ghakar Plaza,Saddar, Cantt, Rawalpindi",4,051-9270151
Al Syed Hospital,Rawalpindi,Cantt,"Al Syed Hospital, Morgah Road,Near Ayub National Park, Cantt, Rawalpindi",-,0
Diet And Slimming By Mehreen Hospital,Rawalpindi,Cantt,"Diet And Slimming By Mehreen Hospital, Aneeq Plaza,Bilal Shaheed Chowk,Chaklala Scheme 3, Cantt, Rawalpindi",-,nill
Armed Forces Institute Of Rehabilitation Medicine Hospital,Rawalpindi,Cantt,"Armed Forces Institute Of Rehabilitation Medicine Hospital, Convoy Rd, Cantt, Rawalpindi",1,519272071
Foundation University(Psychology Clinic),Rawalpindi,Cantt,"Foundation University(Psychology Clinic), New Lalazar, Cantt, Rawalpindi",-,51111384111
Shamshad Waseem Eye Clinic,Rawalpindi,Cantt,"Shamshad Waseem Eye Clinic, House No 10,Bostan Khan Road,Chaklala Scheme 3,Dhok Chaudrian,Near Maac Mart, Cantt, Rawalpindi",1,3319098473
Mehboob Hospital,Rawalpindi,Cantt,"Mehboob Hospital, Jhawra Mor,Near Bakra Mandi Chowk,Opposite To Qasim Base,Dhamial Road, Cantt, Rawalpindi",-,515181210
Armed Forces Institute Of Cardiology Hospital,Rawalpindi,Cantt,"Armed Forces Institute Of Cardiology Hospital, Military Hospital Road, Cantt, Rawalpindi",22,-9270961
Anwar Hospital,Rawalpindi,Cantt,"Anwar Hospital, Plot 1, Javed Lane, Main Peshawar Road, Cantt, Rawalpindi",2,515124808
Armed Forces Bone Marrow Transplant Center,Rawalpindi,Cantt,"Armed Forces Bone Marrow Transplant Center, Cmh Road,Saddar, Cantt, Rawalpindi",-,(051) 9270076
Bangash Clinic,Rawalpindi,Cantt,"Bangash Clinic, Plot#182B,Sirsyed Road,Saddar, Cantt, Rawalpindi",-,515563231
Cmh Hospital,Rawalpindi,Cantt,"Cmh Hospital, Child Opd Level 2 Maulvi Tameez Ud Din Road, Cantt, Rawalpindi",1,3315301289
Dental Inn Dental Clinic,Rawalpindi,Cantt,"Dental Inn Dental Clinic, Plot 239/5,Aziz Bhatti Shaheed Road,Lalkurti, Cantt, Rawalpindi",3,3215650445
Dr Amir Latif Clinic,Rawalpindi,Cantt,"Dr Amir Latif Clinic, Adamjee Road,Hathi Chowk,Near Saddar, Cantt, Rawalpindi",1,(051) 5522825
Dr Imran Shafi Home Clinic,Rawalpindi,Cantt,"Dr Imran Shafi Home Clinic, House # 321/A2, Lane 2, Lal Kurtee, Khadim Hussain Road, Cantt, Rawalpindi",-,3125670421
"Dr. Syed Sarfraz Hussain, Online Psychiatrist Hospital",Rawalpindi,Cantt,"Dr. Syed Sarfraz Hussain, Online Psychiatrist Hospital, Mall Road,Saddar, Cantt, Rawalpindi",1,3024499836
Family Health Ways Clinic,Rawalpindi,Cantt,"Family Health Ways Clinic, Kehkeshan Colony,Kehkeshan Street,Near Adyal Road, Cantt, Rawalpindi",1,nill
Harley Hospital,Rawalpindi,Cantt,"Harley Hospital, Main Harley Street,Street No 1,Dheeri Hasan Abad, Cantt, Rawalpindi",-,(051) 5585082
Homeopathic Dr Rehan Clinic,Rawalpindi,Cantt,"Homeopathic Dr Rehan Clinic, Street No 3 Ayub Colony,Scheme 3 Khyyaban-E-Tanveer,Chaklala Scheme 3, Cantt, Rawalpindi",1,0301 5558815
Kidney Center,Rawalpindi,Cantt,"Kidney Center, Plot 1,Hill Park,Main Gt Road,Morgah, Cantt, Rawalpindi",6,515486807
Neurology Consult And Epilepsy Care Clinic,Rawalpindi,Cantt,"Neurology Consult And Epilepsy Care Clinic, Sadar,Main Mall Road,Near Pia Office, Cantt, Rawalpindi",1,3045405530
Rasheeda Zafar Hospital,Rawalpindi,Cantt,"Rasheeda Zafar Hospital, Main Street Jan Colony,Dhok Chaudrian,Chaklala Scheme 3, Cantt, Rawalpindi",1,515705953
Safia Memorial Clinics,Rawalpindi,Cantt,"Safia Memorial Clinics, Plot 113,Saadi Road,Saddar, Cantt, Rawalpindi",1,(051) 8749900
Shah Dental Clinic,Rawalpindi,Cantt,"Shah Dental Clinic, Al-Amin Plaza, Opposite Cantonment Board, Mall Road,Saddar, Cantt, Rawalpindi",1,515514673
Taj Surgery Hospital,Rawalpindi,Cantt,"Taj Surgery Hospital, Sir Syed Road,Saddar,Near Health Way Lab, Cantt, Rawalpindi",2,3335247239
Ehtesham Clinic,Rawalpindi,Catt,"Ehtesham Clinic, Ground Floor,White Centre Plaza,Opposite Malang Cng,Ch Bostan Khan Road,Chaklala Scheme 3,Dhok Chaudrian, Catt, Rawalpindi",1,nill
Rahat Medical Center,Rawalpindi,Chaklala,"Rahat Medical Center, Housing Scheme 3, Chaklala, Rawalpindi",1,4232591427
Pakistan Institute Of Mental Health (Pimh) Hospital,Rawalpindi,Chaklala,"Pakistan Institute Of Mental Health (Pimh) Hospital, Adjacent To Royal Palace Hotel, Opposite Ayub Park Main Gt Road Chaklala Cant, Chaklala, Rawalpindi",1,3185082866
Muscle & Bone Clinic,Rawalpindi,Chaklala,"Muscle & Bone Clinic, Askari 9 Adjacent To Paf Base Nurkhan, Chaklala, Rawalpindi",1,0
Fahad Dental Square Hospital,Rawalpindi,Chaklala Scheme 3,"Fahad Dental Square Hospital, Al Munaf Plaza,Imran Khan Avenue,Scheme 3,Near Subway Burger, Chaklala Scheme 3, Rawalpindi",1,3339205864
"Khurram Medical And Dental Center, Clinic",Rawalpindi,Chaklala Scheme 3,"Khurram Medical And Dental Center, Clinic, 1St Floor, Adnan Heights, Commercial Market, Chaklala Scheme 3, Rawalpindi",6,518313144
Noor Skin Clinic,Rawalpindi,Chaklala Scheme 3,"Noor Skin Clinic, Flat No 4 3 Rd Floor Adnan Height Above Excel Lab Chaklala Scheme 3 Rawalpindi, Chaklala Scheme 3, Rawalpindi",-,3361548811
Rahat Medical Center (Chakala),Rawalpindi,Chaklala Scheme 3,"Rahat Medical Center (Chakala), Street 25, Chaklala Scheme 3, Rawalpindi",1,0333 6160739
Maqsood Homeopathic Clinic,Rawalpindi,Chaklala Scheme 3,"Maqsood Homeopathic Clinic, Rajpoot Palaza, Opposite Jan Shadi Hall, Chaklala Scheme 3, Rawalpindi",1,3335452744
Life Care Hospital,Rawalpindi,Chaklala Scheme 3,"Life Care Hospital, Barlas Plaza, Bostan Khan Rd, Near Jan Shadi Hall, Chaklala Housing Scheme 3, Chaklala Scheme 3, Rawalpindi",-,3333377118
Mm Clinics (Rawalpindi),Rawalpindi,Chaklala Scheme 3,"Mm Clinics (Rawalpindi), Main Road Rehmatabad Rd, Near Raza Plaza, Chaklala Cantt., Chaklala Scheme 3, Rawalpindi",-,3441332441
Sana Dental Care Hospital,Rawalpindi,Chaklala Scheme 3,"Sana Dental Care Hospital, H3Mq+Wjf, Street 11, Cantonement Plaza, Basement Coffee Planet, Chaklala Scheme 3, Rawalpindi",1,3111222398
Psych Hope Centre,Rawalpindi,Chamanabad Rawalpindi,"Psych Hope Centre, Street #19 Chamanabad, Dhoke Syedan Misrial Road, Rawalpindi, Chamanabad, Rawalpindi, Rawalpindi",-,3119571268
Al Khidmat Raazi Hospital,Rawalpindi,Chandni Chowk,"Al Khidmat Raazi Hospital, 24-B-1 Chandni Chowk Flyover, Asghar Mall Scheme, Chandni Chowk, Rawalpindi",1,3111222398
The Tooth Doctor Hospital,Rawalpindi,Charklala Cantt,"The Tooth Doctor Hospital, Airport Link Road, Dhoke Hafiz, Near Saieen G Restaurant, Chaklala Cantt., Charklala Cantt, Rawalpindi",1,3345299308
Armed Forces Institute Of Dentistry Hospital,Rawalpindi,Cmh Road,"Armed Forces Institute Of Dentistry Hospital, Cmh Rd, Cmh Road, Rawalpindi",-,518314500
Al Syed Homoeopathic Clinic,Rawalpindi,College Road,"Al Syed Homoeopathic Clinic, Shop No 4, Afzal Market, Opposite Rawal Mart, College Road, Rawalpindi",1,051-5542883
Homeopathic Dr. Usman Umar Homeopathic Store & Clinic,Rawalpindi,College Road,"Homeopathic Dr. Usman Umar Homeopathic Store & Clinic, Col Maqbool Hussain, Mehran Plaza # 3, Shop 4, College Rd, Opposite Imam Bargah, College Road, Rawalpindi",1,515541068
J & J Dialysis Center,Rawalpindi,Commercial Market,"J & J Dialysis Center, Commercial Market Opposite Pizza Hut, Commercial Market, Rawalpindi",1,3335702483
Afirm Hospital,Rawalpindi,Convoy Rd,"Afirm Hospital, Rawalpindi District, Convoy Rd, Rawalpindi",1,(051) 9272071
Azeema Sheikh Hospital,Rawalpindi,D Block Block D Satellite Town Rawalpindi,"Azeema Sheikh Hospital, Satellite Town, D Block, Block D Satellite Town, Rawalpindi,, Rawalpindi",-,(051) 4853228
Hidayat Bibi Hospital,Rawalpindi,Dak Khanna Road,"Hidayat Bibi Hospital, Khanna Rd, Opp. Abdullah Masjid, Al Noor Colony, Dak Khanna Road, Rawalpindi",2,3005123331
Ali Hospital And Maternity Home Daultala,Rawalpindi,Daultala,"Ali Hospital And Maternity Home Daultala, Rawalpindi Road, Daultala, Rawalpindi",1,3315919203
City Med Hospital,Rawalpindi,Defence Chowk,"City Med Hospital, Al Shifa Tower, Defence Chowk, Rawalpindi",-,3333575733
Rehmans Dental Care Hospital,Rawalpindi,Degree College Chowk,"Rehmans Dental Care Hospital, Asghar Mall Road,, Degree College Chowk, Rawalpindi",-,3365995145
U Health International Hospital,Rawalpindi,Dha,"U Health International Hospital, New World Trade Centre Building, Phase 2, Dha, Rawalpindi",5,514612083
Liaqat House Clinic,Rawalpindi,Dha,"Liaqat House Clinic, House No 15,Street 9,Sector C,Phase 1, Dha, Rawalpindi",-,3005112924
Mubeen Medical Centre,Rawalpindi,Dha,"Mubeen Medical Centre, Near Air Foundation School System, Dha, Rawalpindi",-,nil
Aesthetic Evolution Hospital,Rawalpindi,Dha 1,"Aesthetic Evolution Hospital, Flat 1 2Nd Floor Plaza No 13 Sector F Lane A, Dha 1, Rawalpindi",1,3345655375
Dr Iffat Rohail Home Clinic,Rawalpindi,Dha Phase 1,"Dr Iffat Rohail Home Clinic, House # 4, Street # 10, Sector A, Dha Phase 1, Rawalpindi",1,3455095919
Defence Medical Complex Hospital,Rawalpindi,Dha Phase 1,"Defence Medical Complex Hospital, Near Clock Tower, Dha Phase 1, Rawalpindi",3,3365374634
Yusra Suleman Clinic,Rawalpindi,Dha Phase 1,"Yusra Suleman Clinic, House # 6, Street # 10, Sector A, Dha Phase 1, Rawalpindi",1,3435197012
Tooth Care Dental Clinic,Rawalpindi,Dha Phase 1,"Tooth Care Dental Clinic, Commercial, Sector E, Dha Phase 1, Rawalpindi",1,3315961801
Kidz Clinic,Rawalpindi,Dha Phase 2,"Kidz Clinic, Lg 10 Defense Residency, Dha Phase 2, Rawalpindi",-,3335107659
Uhealth Hospital,Rawalpindi,Dha Phase 2,"Uhealth Hospital, Opposite Dha Phase 2 Gt Road Rawat, Dha Phase 2, Rawalpindi",-,3111222398
Um E Abeeha General Hospital,Rawalpindi,Dha Phase 2,"Um E Abeeha General Hospital, Main Grand Trunk Rd, Sector A, Dha Phase 2, Rawalpindi",-,515560206
Dental And Medicare Hospital,Rawalpindi,Dha Phase 7,"Dental And Medicare Hospital, Mini Commercial Near To Coffee Beam, Dha Phase 7, Rawalpindi",-,3335107659
Al-Hussain Hospital (Medical & Dental Care),Rawalpindi,Dhamial Road,"Al-Hussain Hospital (Medical & Dental Care), Opposite Harley Street, Dhamial Road, Next To Rose Marriage Hall, Dhamial Road, Rawalpindi",2,3111222398
Bone & Joint Center,Rawalpindi,Dhok Elahi Baksh,"Bone & Joint Center, Committe Chowk, Dhok Elahi Baksh, Rawalpindi",-,0321 5512388
Sehatabad Medical Center,Rawalpindi,Dhoke Darzian Road,"Sehatabad Medical Center, Dhoke Darzian Road,Dhoke Hassu, Rawalpindi, Dhoke Darzian Road, Rawalpindi",1,3165846406
Beautyaesthetics Hospital,Rawalpindi,F7 Markaz Islamabad,"Beautyaesthetics Hospital, Khan Markaz Jinnah Super F7 Markaz, F7 Markaz Islamabad, Rawalpindi",1,3111222398
Farooq Azam Welfare Dispensary Hospital,Rawalpindi,Farooq Azam Road,"Farooq Azam Welfare Dispensary Hospital, Farooq Azam Road, Farooq Azam Road, Rawalpindi",1,3209101602
Sidra Family Hospital,Rawalpindi,Farooq Azam Road,"Sidra Family Hospital, Farooq-E-Azam Rd, Ali Abad,, Farooq Azam Road, Rawalpindi",1,3161897545
Sehat Clinic,Rawalpindi,Fauji Colony,"Sehat Clinic, Street No 8, Fauji Colony, Rawalpindi",1,3365189587
Shamsi Clinic,Rawalpindi,Fazal Town,"Shamsi Clinic, Main Road, Fazal Town, Phase -2, Fazal Town, Rawalpindi",1,3111222398
Women Care Centre,Rawalpindi,Fazal Town,"Women Care Centre, Al Noor Plaza Adjacent To Uzair Pharmacy Fazal Town Phase 2,Old Airport Road, Rawalpindi., Fazal Town, Rawalpindi",1,3349287000
The Smile Factory Clinic,Rawalpindi,G 10,"The Smile Factory Clinic, Opposite Afic Saddar Rwp, G-10, Rawalpindi",1,0321 1002288
Tanveer Clinic,Rawalpindi,Ghausia Chowk,"Tanveer Clinic, Tahli Mohri Road Nai Abadi Near Ghausia Chowk, Ghausia Chowk, Rawalpindi",1,3111222398
Al-Buraq Hospital,Rawalpindi,Ghous E Azam Road,"Al-Buraq Hospital, Ghazi Plaza, Chakri Rd, Pir Mehr Ali Shah Town, Ghous-E-Azam Road, Rawalpindi",1,3335503455
Talat Medical Complex Hospital,Rawalpindi,Giga Mall,"Talat Medical Complex Hospital, Near Giga Mall Dha Phase 2 Gt Road, Giga Mall, Rawalpindi",3,514917171
Care 360 Heart And Dental Center & Specialist Clinics,Rawalpindi,Grand Trunk Rd,"Care 360 Heart And Dental Center & Specialist Clinics, Grand Trunk Rd Adjacent Anwaria Restaurant Opposite Stylo Shoes, Wah Cantt, Grand Trunk Rd, Rawalpindi",-,3092333033
Bahria Hospital Opd Complex,Rawalpindi,Gt Road,"Bahria Hospital Opd Complex, Gt Road, Gt Road, Rawalpindi",2,3005165191
Watim Medical College Hospital,Rawalpindi,Gt Road,"Watim Medical College Hospital, Near T Chowk, Gt Road,, Rawalpindi",2,3214912724
Foji Foundation Hospital,Rawalpindi,Gt Road 25186 Km 45000 Rawalpindi Pakistan,"Foji Foundation Hospital, Gt Road (251.86 Km) 45000 Rawalpindi, Pakistan, Gt Road (251.86 Km) 45000 Rawalpindi, Pakistan, Rawalpindi",3,(051) 5788150
Ayaan Hospital,Rawalpindi,Gujar Khan,"Ayaan Hospital, Housing Scheme No 1, Gujar Khan, Gujar Khan, Rawalpindi",-,3096387644
Dr. Shafia Skin Clinic,Rawalpindi,Gulraiz,"Dr. Shafia Skin Clinic, House No 39,Near Gate No 1,Phase 6, Gulraiz, Rawalpindi",1,0315 5742342
Al-Rehman Hospital,Rawalpindi,Gulraiz,"Al-Rehman Hospital, Gulraiz - 2,Gate N0 4,Near Margalla Dental College,Phase 3, Gulraiz, Rawalpindi",1,515509290
Al-Rehman Hospital Gulraiz,Rawalpindi,Gulraiz,"Al-Rehman Hospital Gulraiz, House No.18, Street 10? Gulrez-2 Phase 2 Gulrez Housing Scheme, Gulraiz, Rawalpindi",1,3115534876
Devotion Rehab Center,Rawalpindi,Gulraiz,"Devotion Rehab Center, House No 178,Street No 6,Sir Syed Avenue,Phase 5, Gulraiz, Rawalpindi",1,515508103
Mir Baz Speciality Clinics.,Rawalpindi,Gulraiz,"Mir Baz Speciality Clinics., 201, A1. Main Quaid E Azam Avenue Gulraiz 2, Gulraiz, Rawalpindi",1,3185204775
Oral Care (The Dental Centre),Rawalpindi,Gulraiz,"Oral Care (The Dental Centre), Zaraj Centre Office No 12,Phase 2,Opposite National Bank, Gulraiz, Rawalpindi",1,518318680
Psych And Speech Clinic,Rawalpindi,Gulraiz,"Psych And Speech Clinic, United School Buliding,Phase 5,Near Lal Qila Market, Gulraiz, Rawalpindi",1,3312223453
Sadia Dental Clinic,Rawalpindi,Gulraiz,"Sadia Dental Clinic, Main Gulraiz Rd, Near Fresh Inn Bakery And Sweets, Gulrez 1, Rawalpindi, Gulraiz, Rawalpindi",1,3364797973
Gulraiz Medical And Dental Centre,Rawalpindi,Gulraiz Housing Authority,"Gulraiz Medical And Dental Centre, H No 227? Quaid Ave, Gulrez-2 Phase 2, Gulraiz Housing Authority, Rawalpindi",-,0333 5177617
Z Medi & Dent Hospital,Rawalpindi,Gulraiz Housing Authority,"Z Medi & Dent Hospital, Main High Ct Rd, Opposite Gulrez Housing Society Gate 2, Gulraiz Housing Authority, Rawalpindi",3,3435201505
Al Khalid Polyclinic,Rawalpindi,Gulshan Abad,"Al Khalid Polyclinic, Near Gulshan Abad Gate Khudadad Plaza Adyiala Road, Gulshan Abad, Rawalpindi",1,3335581219
Mehdi Hassan Khan Memorial Clinic,Rawalpindi,Gulshan Abad,"Mehdi Hassan Khan Memorial Clinic, Plaza Number 35, Shop No 1, Adyala Road, 1 Street No. 11, Gulshan Abad, Rawalpindi",1,3365299051
Al Naseer Medical Center,Rawalpindi,Gulshan Abad,"Al Naseer Medical Center, Street 1 Bagh Sardaran, Gulshan Abad, Rawalpindi",1,9.2335E+11
Fysiocure Clinic,Rawalpindi,Gulshanabad,"Fysiocure Clinic, House No # 827, Street # 94, Sector 3,, Gulshanabad, Rawalpindi",1,3007249944
Family Dental Clinic (Gulzar E Quaid),Rawalpindi,Gulzar E Quaid,"Family Dental Clinic (Gulzar E Quaid), J42H+632, Gulzar E Quaid, Rawalpindi",1,515191754
Awan Dental Lounge Hospital,Rawalpindi,Gulzar E Quaid,"Awan Dental Lounge Hospital, Shop No.1 Ground Floor Plaza No.39 Railway Scheme No.9, Gulzar E Quaid, Rawalpindi",1,03015573330?
Chohan Clinic,Rawalpindi,Gulzar E Quaid,"Chohan Clinic, Street No 3, Gulzar E Quaid, Rawalpindi",2,3335281431
Mediplex Health Care Center,Rawalpindi,Gulzar E Quaid Rawalpindi,"Mediplex Health Care Center, House#9-A, Airport Link Road. Gulzar E Quaid., Rawalpindi, Gulzar E Quaid., Rawalpindi, Rawalpindi",1,0333 1908060
Care Specialist Clinics,Rawalpindi,Haideri Chowk Saidpur Road,"Care Specialist Clinics, Next Tp Zahoor Ultrasound, Haideri Chowk Saidpur Road, Rawalpindi",-,3215660499
Majeed Medical Complex Hospital,Rawalpindi,Harley Street,"Majeed Medical Complex Hospital, Opp. Harley Park, Harley Street, Rawalpindi",4,(051) 5176422
The Physio Clinic And Rehab Center,Rawalpindi,Harley Street,"The Physio Clinic And Rehab Center, Harley Street, Harley Street, Rawalpindi",1,3475239544
Family Dental Clinic (Rawalpindi),Rawalpindi,Harley Street,"Family Dental Clinic (Rawalpindi), House Number 9 Main Harley Street Opposite Beaconhouse School, Harley Street, Rawalpindi",4,3353500001
"Family Dental Clinic, Rawalpindi",Rawalpindi,Harley Street,"Family Dental Clinic, Rawalpindi, House No 9, Harley Street, Rawalpindi",-,3353500001
Mustafa Clinic,Rawalpindi,Harley Street,"Mustafa Clinic, Faisal Colony Street No 3 Near Harley Street, Harley Street, Rawalpindi",1,042-32591432
United Medical Complex Hospital,Rawalpindi,Harley Street,"United Medical Complex Hospital, Near 22 No. Chungi Road, Harley Street, Rawalpindi",1,515174611
Punjab Medical Centre,Rawalpindi,Ijp Road,"Punjab Medical Centre, Mandi Mor Ijp Road, Ijp Road, Rawalpindi",1,042-32591432
